Dan Clauw,University of Michigan,umich.edu,50209,pain,https://scholar.google.com/citations?hl=en&user=VEU-OKEAAAAJ,US,University of Michigan
Roger Albin,University of Michigan,med.umich.edu,49999,Movement Disorders,https://scholar.google.com/citations?hl=en&user=EOCvSkcAAAAJ,US,University of Michigan
Marc Zimmerman,"Professor of Public Health, University of Michigan",umich.edu,49755,adolescent development | resilience | empowerment,https://scholar.google.com/citations?hl=en&user=B9HaG4kAAAAJ,US,University of Michigan
Arnold Sameroff,University of Michigan,umich.edu,49673,,https://scholar.google.com/citations?hl=en&user=kcKL3fEAAAAJ,US,University of Michigan
Peter X Ma,University of Michigan,umich.edu,48707,Biomaterial | Tissue Engineering | Controlled Release | Regeneration,https://scholar.google.com/citations?hl=en&user=W2HdR7wAAAAJ,US,University of Michigan
"John V. Moran, Ph.D.","Gilbert S. Omenn Collegiate Professor of Human Genetics, University of Michigan Medical …",umich.edu,48692,Human Genetics | Retrotransposon | Mobile Genetic Elements | Somatic Mosaicism | Transposable Elements,https://scholar.google.com/citations?hl=en&user=BCnKhqMAAAAJ,US,University of Michigan
Nicholas W. Lukacs,University of Michigan,umich.edu,48252,Innate Immunity | Acquired Immunity | pulmonary disease,https://scholar.google.com/citations?hl=en&user=nIZWf50AAAAJ,US,University of Michigan
Arun Agrawal,University of Michigan,umich.edu,47904,Institutions | governance | politics | environment | development,https://scholar.google.com/citations?hl=en&user=eiBDprgAAAAJ,US,University of Michigan
John Swales,"Emeritus professor of Linguistics, University of michigan",umich.edu,47842,Genre Analysis | EAP | Discourse studies | Academic writing ...,https://scholar.google.com/citations?hl=en&user=Emoj_H0AAAAJ,US,University of Michigan
Erin Sheldon,"… National Laboratory, New York University, University of Chicago, University of Michigan",bnl.gov,47403,cosmology | astrophysics,https://scholar.google.com/citations?hl=en&user=MFDbt-kAAAAJ,US,University of Michigan
Roger D Cone,University of Michigan,umich.edu,47233,central control of energy homeostasis,https://scholar.google.com/citations?hl=en&user=1r-v7GoAAAAJ,US,University of Michigan
Yang Zhang,University of Michigan,umich.edu,46957,,https://scholar.google.com/citations?hl=en&user=MtBs-kMAAAAJ,US,University of Michigan
Victor Li,"James R. Rice Distinguished University Professor of Engineering, University of Michigan …",umich.edu,46884,Composite materials | fiber reinforced concrete | durability | sustainability | infrastructure,https://scholar.google.com/citations?hl=en&user=t-0R7QsAAAAJ,US,University of Michigan
Jeff LePine,Michigan state university or university of florida or arizona state university,asu.edu,46849,teams | stress | engagement | leadership | trust,https://scholar.google.com/citations?hl=en&user=XoU_ZCwAAAAJ,US,University of Michigan
Gilbert Omenn,University of Michigan,umich.edu,46638,Productive in multidisciplinary research | focused on proteomics | bioinformatics | and cancer biology,https://scholar.google.com/citations?hl=en&user=DfcJpIIAAAAJ,US,University of Michigan
Rodney C Ewing,Stanford University and University of Michigan,stanford.edu,46247,geology | materials science | nuclear materials | environmental | nuclear waste,https://scholar.google.com/citations?hl=en&user=2vjgzfIAAAAJ,US,University of Michigan
Robert J. Fontana,university of Michigan,med.umich.edu,45795,hepatology,https://scholar.google.com/citations?hl=en&user=ZDo5I8oAAAAJ,US,University of Michigan
Fawwaz Ulaby,"Professor of EECS, University of Michigan",umich.edu,45159,remote sensing,https://scholar.google.com/citations?hl=en&user=7btxQB0AAAAJ,US,University of Michigan
Bruce E. Dale,University Distinguished Professor of Chemical Engineering and Materials Science …,egr.msu.edu,44886,chemical engineering | sustainability | biofuels | life cycle assessment,https://scholar.google.com/citations?hl=en&user=8Ac9EeQAAAAJ,US,University of Michigan
Stefano Forte,"Professor of Theoretical Physics, Milan University",mi.infn.it,44379,theoretical physics | high energy physics | particle physics,https://scholar.google.com/citations?hl=en&user=KVu3H0oAAAAJ,US,University of Michigan
J David Allan,University of Michigan ,umich.edu,44367,ecology | fresh water | conservation biology | rivers | lakes,https://scholar.google.com/citations?hl=en&user=XlxrmysAAAAJ,US,University of Michigan
John Z. Ayanian,University of Michigan,umich.edu,43840,,https://scholar.google.com/citations?hl=en&user=8lEU9J0AAAAJ,US,University of Michigan
John Varga,University of Michigan,umich.edu,43734,fibrosis | scleroderma | metabolism | aging | precision medicine,https://scholar.google.com/citations?hl=en&user=qMvkM_UAAAAJ,US,University of Michigan
Thomas M. Schmidt,"Professor, University of Michigan",umich.edu,43727,Microbial Systems | Microbial Ecology | Microbial Physiology | Microbiome,https://scholar.google.com/citations?hl=en&user=puOEoqoAAAAJ,US,University of Michigan
HV Jagadish,University of Michigan,umich.edu,43645,,https://scholar.google.com/citations?hl=en&user=SKVnHakAAAAJ,US,University of Michigan
Dave Ulrich,"Rensis Likert Professor, Ross School of Business, University of Michigan",umich.edu,43116,Organization  HR  Leadership Talent,https://scholar.google.com/citations?hl=en&user=jTa6a6QAAAAJ,US,University of Michigan
August Evrard,University of Michigan,umich.edu,43065,Cosmological simulations | clusters of galaxies | scholarly identity | physics teaching,https://scholar.google.com/citations?hl=en&user=6gjnq58AAAAJ,US,University of Michigan
Mick P. Couper,"Survey Research Center, University of Michigan",umich.edu,42927,,https://scholar.google.com/citations?hl=en&user=b3dORLsAAAAJ,US,University of Michigan
Gerald Davis,University of Michigan,umich.edu,42924,Finance and society | organization theory | corporate governance | globalization | social networks,https://scholar.google.com/citations?hl=en&user=UJ4yRzYAAAAJ,US,University of Michigan
Gretchen Spreitzer,University of Michigan,umich.edu,42793,,https://scholar.google.com/citations?hl=en&user=CUMVmQgAAAAJ,US,University of Michigan
Thomas Reardon,"Professor of Agricultural, Food, and Resource Economics, Michigan State University",msu.edu,42727,agricultural economics | food policy | development economics | food security | value chains,https://scholar.google.com/citations?hl=en&user=duDs9F4AAAAJ,US,University of Michigan
Ronald C. Desrosiers,"University of Miami, Harvard Medical School, Yale University, Michigan State University",,42702,virology,https://scholar.google.com/citations?hl=en&user=LyV-cJVvSncC,US,University of Michigan
Lawrence M. Seiford,"Professor of Industrial and Operations Engineering, University of Michigan",umich.edu,42357,Data Envelopment Analysis | Performance Measurement | Multicriteria Decision Making | Quality Engineering,https://scholar.google.com/citations?hl=en&user=_ttu2g0AAAAJ,US,University of Michigan
james baker,University of Michigan,,42051,immunology,https://scholar.google.com/citations?hl=en&user=cwYYhv0AAAAJ,US,University of Michigan
Sanjay Saint,VA Ann Arbor & University of Michigan,umich.edu,41918,patient safety | infection prevention | urinary tract infection,https://scholar.google.com/citations?hl=en&user=EkRcWXgAAAAJ,US,University of Michigan
Ormond MacDougald,John A Faulkner Collegiate Professor of Physiology. University of Michigan Medical Center,umich.edu,41603,Adipose tissue physiology,https://scholar.google.com/citations?hl=en&user=uQKPOLkAAAAJ,US,University of Michigan
Michael I. Miller,"Professor and Director of Biomedical Engineering, Johns Hopkins University",jhu.edu,41125,Biomedical Data Science | Computational Anatomy | Brain Mapping | Neuroscience | Medical Imaging,https://scholar.google.com/citations?hl=en&user=Ui8pnoIAAAAJ,US,University of Michigan
Diane M Harper,"University of Michigan, Deputy Editor, eLife",med.umich.edu,40986,Shared decision making | cervical cancer screening | HPV | ALLHAT | DIG study,https://scholar.google.com/citations?hl=en&user=PBdVSiYAAAAJ,US,University of Michigan
Heather Stringham,"Research Area Specialist Lead, Center for Statistical Genetics, University of Michigan",umich.edu,40881,statistical genetics,https://scholar.google.com/citations?hl=en&user=wCvT4tMAAAAJ,US,University of Michigan
David Blaauw,"Professor of Electrical Engineering and Computer Science, University of Michigan",umich.edu,40816,Integrated Circuit Design | Low Power Sensors,https://scholar.google.com/citations?hl=en&user=P3JdmqAAAAAJ,US,University of Michigan
Cliff Lampe,"Professor, School of Information University of Michigan",umich.edu,40452,social media | computer-mediated communication | computer-supported cooperative work | HCI | groupware,https://scholar.google.com/citations?hl=en&user=aT8oqcoAAAAJ,US,University of Michigan
Witold Nazarewicz,"Professor of Physics, Michigan State University",frib.msu.edu,40417,nuclear physics,https://scholar.google.com/citations?hl=en&user=tqsl4rkAAAAJ,US,University of Michigan
David Tomanek,"Professor of Physics, Michigan State University",nanoten.com,40218,Nanotechnology | Nanoscience | Computational Materials Science | 2D Materials | Computational Nanoscience,https://scholar.google.com/citations?hl=en&user=LYfhKXEAAAAJ,US,University of Michigan
Ryan E. Mills,"Associate Professor, University of Michigan Medical School",umich.edu,39966,Bioinformatics | Computational Biology | Genomics | Structural Variation | Copy Number Variation,https://scholar.google.com/citations?hl=en&user=BzjA_8kAAAAJ,US,University of Michigan
Tiziano Testori MD DDS MSc FICD,… Orale IRCCS Galeazzi (MI) - Adjunct Clinical Associate Professor University of Michigan …,tiziano-testori.it,39758,Odontoiatria,https://scholar.google.com/citations?hl=en&user=DEfaFYQAAAAJ,US,University of Michigan
